Time;[11:7];[31:40];[31:42];[31:47];[31:48];[32:1];[32:90];[32:124];[33:142];[33:146];[33:337];[33:338];[33:339];[33:340];[33:341];[33:342];[33:343];[33:344];[33:345];[33:346]
189;1,2;49,4907;0;0;603;343;500;45;308,738;309,028;339,18;274,245;268,681;266,083;86,8892;68,0822;18,807;0;278,508;27
190;1,2;49,3895;0;0;603;343;500;45;308,738;308,883;339,18;274,245;268,681;266,083;86,8892;68,0822;18,807;0;278,508;27
191;1,2;49,3866;0;0;605;343;500;45;308,883;309,028;339,18;274,245;268,681;266,083;86,8892;68,0822;18,807;0;278,508;27
192;1,2;49,4907;0;0;609;343;500;45;308,883;309,028;342,796;273,91;268,415;265,603;87,7156;68,0881;19,6275;0;278,244;27
193;1,2;49,4907;0;0;612;343;500;45;310,185;310,764;342,796;273,91;268,415;265,603;87,7156;68,0881;19,6275;0;278,244;27
194;1,2;49,4705;0;0;611;343;500;45;313,223;313,947;342,796;273,91;268,415;265,603;87,7156;68,0881;19,6275;0;278,244;27
195;1,2;49,0828;0;0;611;343;500;45;317,564;317,274;342,796;273,91;268,415;265,603;87,7156;68,0881;19,6275;0;278,244;27
196;1,2;49,2853;0;0;610;343;500;45;320,312;320,023;345,763;273,015;268,207;266,24;88,1355;67,6875;20,4481;0;277,979;27
197;1,2;49,048;0;0;610;343;500;45;322,483;322,338;345,763;273,015;268,207;266,24;88,1355;67,6875;20,4481;0;277,979;27
198;1,2;49,2882;0;0;611;343;500;45;323,929;324,219;345,763;273,015;268,207;266,24;88,1355;67,6875;20,4481;0;277,979;27
199;1,2;49,0828;0;0;611;343;500;45;324,942;325,376;345,763;273,015;268,207;266,24;88,1355;67,6875;20,4481;0;277,979;27
200;1,2;49,4907;0;0;611;343;500;45;325,81;325,955;348,45;273,318;268,063;266,13;88,0971;66,8281;21,2691;0;277,712;27
201;1,2;49,5312;0;0;611;343;500;45;325,955;326,244;348,45;273,318;268,063;266,13;88,0971;66,8281;21,2691;0;277,712;27
202;1,2;49,2882;0;0;611;343;700;45;326,389;332,176;348,45;273,318;268,063;266,13;88,0971;66,8281;21,2691;0;277,712;27
203;1,2;49,3895;0;0;611;343;700;45;400,174;395,544;348,45;273,318;268,063;266,13;88,0971;66,8281;21,2691;0;277,712;27
204;1,2;49,4907;0;0;611;343;700;45;411,169;411,024;350,463;269,905;267,931;266,418;87,9618;65,8853;22,0765;0;277,445;27
205;1,2;49,3895;0;0;612;343;700;45;411,024;411,314;350,463;269,905;267,931;266,418;87,9618;65,8853;22,0765;0;277,445;27
206;1,2;49,4907;0;0;612;343;700;45;410,012;410,012;350,463;269,905;267,931;266,418;87,9618;65,8853;22,0765;0;277,445;27
207;1,2;49,8958;0;0;611;343;700;45;409,433;409,578;350,463;269,905;267,931;266,418;87,9618;65,8853;22,0765;0;277,445;27
208;1,2;49,7946;0;0;612;343;700;45;410,156;409,722;352,183;269,93;267,799;264,992;87,8224;64,9493;22,8732;0;277,178;27
209;1,2;49,6759;0;0;612;343;700;45;419,415;417,679;352,183;269,93;267,799;264,992;87,8224;64,9493;22,8732;0;277,178;27
210;1,2;49,4936;0;0;612;343;700;45;431,713;433,883;352,183;269,93;267,799;264,992;87,8224;64,9493;22,8732;0;277,178;27
211;1,2;49,4907;0;0;612;343;700;45;442,419;444,155;352,183;269,93;267,799;264,992;87,8224;64,9493;22,8732;0;277,178;27
212;1,2;49,5949;0;0;612;343;700;45;450,521;451,823;354,014;271,617;267,592;264,688;88,2063;64,5578;23,6485;0;276,916;27
213;1,2;49,6933;0;0;611;343;700;45;457,321;457,031;354,014;271,617;267,592;264,688;88,2063;64,5578;23,6485;0;276,916;27
214;1,2;49,6557;0;0;612;343;700;45;460,503;460,359;354,014;271,617;267,592;264,688;88,2063;64,5578;23,6485;0;276,916;27
215;1,2;49,6933;0;0;612;343;700;45;462,529;462,963;354,014;271,617;267,592;264,688;88,2063;64,5578;23,6485;0;276,916;27
216;1,2;49,5573;0;0;612;343;700;45;463,542;463,976;355,557;272,165;267,467;266,09;88,0005;63,577;24,4235;0;276,651;27
217;1,2;49,4878;0;0;612;343;700;45;464,265;464,554;355,557;272,165;267,467;266,09;88,0005;63,577;24,4235;0;276,651;27
218;1,2;49,592;0;0;612;343;700;45;464,554;464,699;355,557;272,165;267,467;266,09;88,0005;63,577;24,4235;0;276,651;27
219;1,2;49,7483;0;0;612;343;700;45;464,554;464,699;355,557;272,165;267,467;266,09;88,0005;63,577;24,4235;0;276,651;27
220;1,2;49,5168;0;0;612;343;700;45;464,41;464,699;357,142;272,688;267,397;266,495;87,3896;62,2009;25,1887;0;276,385;27
221;1,2;49,5775;0;0;612;343;700;45;464,41;464,554;357,142;272,688;267,397;266,495;87,3896;62,2009;25,1887;0;276,385;27
222;1,2;49,1869;0,320759;0;612;343;700;45;464,265;464,41;357,142;272,688;267,397;266,495;87,3896;62,2009;25,1887;0;276,385;27
223;1,2;49,0365;0,686958;0;612;343;700;45;464,12;464,554;357,142;272,688;267,397;266,495;87,3896;62,2009;25,1887;0;276,385;27
224;1,2;49,1117;0,911096;0;612;343;700;45;464,12;464,265;358,129;272,54;267,328;266,045;86,7585;60,82;25,9385;0;276,117;27
225;1,2;49,184;1,43539;0,128562;610;343;700;45;463,976;464,12;358,129;272,54;267,328;266,045;86,7585;60,82;25,9385;0;276,117;27
226;1,2;49,5341;1,92037;0,488427;610;343;700;45;463,831;464,12;358,129;272,54;267,328;266,045;86,7585;60,82;25,9385;0;276,117;27
227;1,2;49,7859;2,40731;0,606492;608;343;700;45;463,831;463,976;358,129;272,54;267,328;266,045;86,7585;60,82;25,9385;0;276,117;27
228;1,2;49,4502;2,56385;0,984757;608;343;700;45;463,686;463,976;359,023;271,91;267,318;266,46;85,6893;59,0172;26,6721;0;275,849;27
229;1,2;49,6933;3,0701;1,11964;603;343;700;45;463,542;463,686;359,023;271,91;267,318;266,46;85,6893;59,0172;26,6721;0;275,849;27
230;1,2;49,4994;3,58445;1,5221;603;343;700;45;463,542;463,542;359,023;271,91;267,318;266,46;85,6893;59,0172;26,6721;0;275,849;27
231;1,2;49,7743;4,16836;1,95636;602;343;700;45;463,397;463,542;359,023;271,91;267,318;266,46;85,6893;59,0172;26,6721;0;275,849;27
232;1,2;49,702;4,56922;2,02267;601;343;700;45;463,397;463,542;359,154;272,948;267,306;266,05;84,6143;57,2346;27,3798;0;275,582;27
233;1,2;49,2853;4,72033;2,39346;597;343;700;45;463,397;463,542;359,154;272,948;267,306;266,05;84,6143;57,2346;27,3798;0;275,582;27
234;1,2;49,4907;5,31811;2,5848;597;343;700;45;463,397;463,542;359,154;272,948;267,306;266,05;84,6143;57,2346;27,3798;0;275,582;27
235;1,2;49,9826;5,74524;2,86496;597;343;700;45;463,252;463,397;359,154;272,948;267,306;266,05;84,6143;57,2346;27,3798;0;275,582;27
236;1,2;49,7946;6,39224;3,11888;591;343;700;45;463,397;463,397;359,271;274,635;267,224;265,56;84,0138;55,9486;28,0652;0;275,317;27
237;1,2;49,8958;6,54471;3,47889;587;343;700;45;463,252;463,397;359,271;274,635;267,224;265,56;84,0138;55,9486;28,0652;0;275,317;27
238;1,2;49,4647;6,94498;3,5986;588;343;700;45;463,397;463,397;359,271;274,635;267,224;265,56;84,0138;55,9486;28,0652;0;275,317;27
239;1,2;49,592;7,50749;4,01289;587;343;700;45;463,252;463,542;359,271;274,635;267,224;265,56;84,0138;55,9486;28,0652;0;275,317;27
240;1,2;49,485;7,61229;4,11653;586;343;700;45;463,397;463,542;360,028;276,135;267,108;266,17;83,6439;54,9106;28,7333;0;275,053;27
241;1,2;49,3316;8,13048;4,5319;586;343;700;45;463,252;463,542;360,028;276,135;267,108;266,17;83,6439;54,9106;28,7333;0;275,053;27
242;1,2;49,6933;8,66638;4,62603;587;343;700;45;463,252;463,397;360,028;276,135;267,108;266,17;83,6439;54,9106;28,7333;0;275,053;27
243;1,2;49,4271;9,09369;4,97345;586;343;700;45;463,252;463,397;360,028;276,135;267,108;266,17;83,6439;54,9106;28,7333;0;275,053;27
244;1,2;49,4647;9,27343;5,09087;586;343;700;45;463,108;463,252;361,067;277,125;267,077;266,3;82,6745;53,2941;29,3804;0;274,791;27
245;1,2;49,184;9,7094;5,47762;582;343;700;45;462,963;463,108;361,067;277,125;267,077;266,3;82,6745;53,2941;29,3804;0;274,791;27
246;1,2;49,4878;10,261;5,62393;583;343;700;45;462,963;462,963;361,067;277,125;267,077;266,3;82,6745;53,2941;29,3804;0;274,791;27
247;1,2;49,7946;10,6029;5,80255;579;343;700;45;462,674;462,818;361,067;277,125;267,077;266,3;82,6745;53,2941;29,3804;0;274,791;27
248;1,2;49,7946;11,0628;6,13171;575;343;700;45;462,674;462,674;361,393;276,973;267,027;266,1;81,8051;51,7914;30,0137;0;274,527;27
249;1,2;49,592;11,5278;6,34378;573;343;700;45;462,529;462,674;361,393;276,973;267,027;266,1;81,8051;51,7914;30,0137;0;274,527;27
250;1,2;49,5833;11,6644;6,74677;574;343;700;45;462,529;462,529;361,393;276,973;267,027;266,1;81,8051;51,7914;30,0137;0;274,527;27
251;1,2;49,2853;12,0494;6,79791;573;343;700;45;462,384;462,529;361,393;276,973;267,027;266,1;81,8051;51,7914;30,0137;0;274,527;27
252;1,2;49,4878;12,6078;6,90573;574;343;700;45;462,384;462,384;361,305;277,523;266,957;265,94;81,05;50,4157;30,6343;0;274,26;27
253;1,2;49,4647;12,792;7,29183;572;343;700;45;462,24;462,384;361,305;277,523;266,957;265,94;81,05;50,4157;30,6343;0;274,26;27
254;1,2;49,3866;13,1934;7,39043;568;343;700;45;462,095;462,24;361,305;277,523;266,957;265,94;81,05;50,4157;30,6343;0;274,26;27
255;1,2;49,0365;13,587;7,5422;567;343;700;45;462,095;462,384;361,305;277,523;266,957;265,94;81,05;50,4157;30,6343;0;274,26;27
256;1,2;49,0943;13,7917;7,95226;568;343;700;45;462,24;462,384;362,215;277,09;266,889;265,783;80,2659;49,0278;31,2382;0;273,994;27
257;1,2;49,4878;14,3247;7,98803;567;343;700;45;462,24;462,384;362,215;277,09;266,889;265,783;80,2659;49,0278;31,2382;0;273,994;27
258;1,2;49,592;14,8475;8,16325;568;343;700;45;462,24;462,24;362,215;277,09;266,889;265,783;80,2659;49,0278;31,2382;0;273,994;27
259;1,2;49,7975;15,1004;8,57601;565;343;700;45;462,24;462,384;362,215;277,09;266,889;265,783;80,2659;49,0278;31,2382;0;273,994;27
260;1,2;49,5891;15,5472;8,65139;560;343;700;45;462,24;462,384;362,484;277,9;266,856;266,497;79,2251;47,3985;31,8266;0;273,727;27
261;1,2;49,6933;15,7361;8,7226;560;343;700;45;462,24;462,384;362,484;277,9;266,856;266,497;79,2251;47,3985;31,8266;0;273,727;27
262;1,2;49,7946;16,315;9,13383;558;343;700;45;462,24;462,384;362,484;277,9;266,856;266,497;79,2251;47,3985;31,8266;0;273,727;27
263;1,2;49,7975;16,7062;9,22307;551;343;700;45;462,24;462,384;362,484;277,9;266,856;266,497;79,2251;47,3985;31,8266;0;273,727;27
264;1,2;49,6933;16,8623;9,4065;549;343;700;45;462,24;462,24;363,054;277,497;266,831;266,21;78,0937;45,6993;32,3944;0;273,46;27
265;1,2;49,4907;17,2333;9,49809;551;343;700;45;462,095;462,24;363,054;277,497;266,831;266,21;78,0937;45,6993;32,3944;0;273,46;27
266;1,2;49,592;17,4592;9,85977;549;343;700;45;462,095;462,095;363,054;277,497;266,831;266,21;78,0937;45,6993;32,3944;0;273,46;27
267;1,2;50;18,0296;9,91194;544;343;700;45;461,806;461,806;363,054;277,497;266,831;266,21;78,0937;45,6993;32,3944;0;273,46;27
268;1,2;50;18,1694;9,95977;546;343;700;45;461,806;461,806;363,971;275,073;266,803;266,648;76,9688;44,0264;32,9424;0;273,192;27
269;1,2;50,2025;18,7768;10,1469;545;343;700;45;461,516;461,661;363,971;275,073;266,803;266,648;76,9688;44,0264;32,9424;0;273,192;27
270;1,2;49,8958;19,0706;10,2675;538;343;700;45;461,372;461,516;363,971;275,073;266,803;266,648;76,9688;44,0264;32,9424;0;273,192;27
271;1,2;49,8553;19,2641;10,6391;535;343;700;45;461,372;461,372;363,971;275,073;266,803;266,648;76,9688;44,0264;32,9424;0;273,192;27
272;1,2;49,6933;19,6083;10,7047;535;343;700;45;461,372;461,372;364,542;274,28;266,816;266,725;75,5522;42,0941;33,4581;0;272,93;27
273;1,2;49,6238;19,7196;10,8388;532;343;700;45;461,372;461,372;364,542;274,28;266,816;266,725;75,5522;42,0941;33,4581;0;272,93;27
274;1,2;50,1042;20,3907;10,9572;531;343;700;45;461,372;461,372;364,542;274,28;266,816;266,725;75,5522;42,0941;33,4581;0;272,93;27
275;1,2;50,1042;20,5308;11,0624;524;343;700;45;461,372;461,516;364,542;274,28;266,816;266,725;75,5522;42,0941;33,4581;0;272,93;27
276;1,2;49,4907;20,7365;11,2587;522;343;700;45;461,372;461,372;364,371;274,728;266,812;266,78;74,2391;40,287;33,9521;0;272,667;27
277;1,2;49,4907;20,7883;11,5974;522;343;700;45;461,227;461,227;364,371;274,728;266,812;266,78;74,2391;40,287;33,9521;0;272,667;27
278;1,2;49,2853;21,2089;11,6558;521;343;700;45;461,227;461,227;364,371;274,728;266,812;266,78;74,2391;40,287;33,9521;0;272,667;27
279;1,2;49,4907;21,401;11,736;518;343;700;45;461,372;461,372;364,371;274,728;266,812;266,78;74,2391;40,287;33,9521;0;272,667;27
280;1,2;49,6933;21,6275;11,8418;516;343;700;45;461,372;461,372;364,329;276,595;266,841;267,275;72,6502;38,2202;34,429;0;272,401;27
281;1,2;49,9971;22,1691;11,9079;510;343;700;45;461,372;461,372;364,329;276,595;266,841;267,275;72,6502;38,2202;34,429;0;272,401;27
282;1,2;50,1128;22,343;11,9675;507;343;700;45;461,372;461,372;364,329;276,595;266,841;267,275;72,6502;38,2202;34,429;0;272,401;27
283;1,2;49,5544;22,5862;12,1327;506;343;700;45;461,372;461,372;364,329;276,595;266,841;267,275;72,6502;38,2202;34,429;0;272,401;27
284;1,2;49,2882;22,6027;12,2058;503;343;700;45;461,372;461,227;364,049;276,58;266,843;266,738;71,2036;36,3297;34,8829;-0,00897395;272,134;27
285;1,2;49,2853;23,0049;12,4515;503;343;700;45;461,227;461,372;364,049;276,58;266,843;266,738;71,2036;36,3297;34,8829;-0,00897395;272,134;27
286;1,2;49,2853;23,0565;12,5313;495;343;700;45;461,227;461,227;364,049;276,58;266,843;266,738;71,2036;36,3297;34,8829;-0,00897395;272,134;27
287;1,2;49,592;23,3213;12,6128;493;343;700;45;461,227;461,227;364,049;276,58;266,843;266,738;71,2036;36,3297;34,8829;-0,00897395;272,134;27
288;1,2;49,4936;23,784;12,7575;494;343;700;45;461,227;461,227;363,536;274,51;266,829;266,833;70,5667;35,4954;35,3193;-0,247946;272;27
289;1,2;49,4907;23,869;12,8676;494;343;700;45;461,227;461,227;363,536;274,51;266,829;266,833;70,5667;35,4954;35,3193;-0,247946;272;27
290;1,2;49,592;24,3412;12,9716;494;343;700;45;461,227;461,227;363,536;274,51;266,829;266,833;70,5667;35,4954;35,3193;-0,247946;272;27
291;1,2;49,7801;24,5379;12,9811;494;343;700;45;461,227;461,227;363,536;274,51;266,829;266,833;70,5667;35,4954;35,3193;-0,247946;272;27
292;1,2;49,6933;24,5993;13,1624;492;343;700;45;461,082;461,227;363,149;274,72;266,861;267,345;69,5105;35,2788;35,7426;-1,51087;272;27
293;1,2;49,7338;25,0786;13,2158;486;343;700;45;461,082;461,082;363,149;274,72;266,861;267,345;69,5105;35,2788;35,7426;-1,51087;272;27
294;1,2;49,8958;25,2301;13,2067;486;343;700;45;460,938;460,938;363,149;274,72;266,861;267,345;69,5105;35,2788;35,7426;-1,51087;272;27
295;1,2;50,1013;25,3865;13,2583;482;343;700;45;460,793;460,938;363,149;274,72;266,861;267,345;69,5105;35,2788;35,7426;-1,51087;272;27
296;1,2;49,9161;25,771;13,4117;472;343;700;45;460,793;460,648;362,472;274,125;266,985;267,798;64,643;34,4251;36,1667;-5,94886;272;27
297;1,2;49,8958;25,8652;13,527;459;343;700;45;460,503;460,648;362,472;274,125;266,985;267,798;64,643;34,4251;36,1667;-5,94886;272;27
298;1,2;50,1013;26,0417;13,5508;450;343;700;45;460,359;460,359;362,472;274,125;266,985;267,798;64,643;34,4251;36,1667;-5,94886;272;27
299;1,2;49,8235;25,967;13,5963;443;343;700;45;460,359;460,359;362,472;274,125;266,985;267,798;64,643;34,4251;36,1667;-5,94886;272;27
300;1,2;50,1447;26,5098;13,6192;437;343;700;45;460,359;460,359;361,205;275,342;267,149;268,835;60,2939;33,2665;36,5829;-9,55547;272;27
301;1,2;50,0289;26,5361;13,6651;428;343;700;45;460,359;460,359;361,205;275,342;267,149;268,835;60,2939;33,2665;36,5829;-9,55547;272;27
302;1,2;49,6904;26,5301;13,8539;423;343;700;45;460,214;460,214;361,205;275,342;267,149;268,835;60,2939;33,2665;36,5829;-9,55547;272;27
303;1,2;49,5081;26,4847;13,9105;415;343;700;45;460,069;460,214;361,205;275,342;267,149;268,835;60,2939;33,2665;36,5829;-9,55547;272;27
304;1,2;49,5023;26,8869;13,9393;405;343;700;45;460,069;460,214;360,473;278,845;267,353;269,432;56,0059;31,8267;36,9806;-12,8013;272;27
305;1,2;49,4878;26,9654;13,9676;395;343;700;45;460,069;460,069;360,473;278,845;267,353;269,432;56,0059;31,8267;36,9806;-12,8013;272;27
306;1,2;49,6933;27,1121;13,9563;387;343;700;45;460,069;460,069;360,473;278,845;267,353;269,432;56,0059;31,8267;36,9806;-12,8013;272;27
307;1,2;49,6933;27,251;14,0612;384;343;700;45;460,069;460,069;360,473;278,845;267,353;269,432;56,0059;31,8267;36,9806;-12,8013;272;27
308;1,2;49,4907;27,1572;14,0364;380;343;700;45;460,069;460,069;359,778;278,33;267,516;269,242;55,6904;30,6858;37,3581;-12,3535;272;27
309;1,2;49,3866;27,5217;14,1531;380;343;700;45;460,069;460,069;359,778;278,33;267,516;269,242;55,6904;30,6858;37,3581;-12,3535;272;27
310;1,2;49,3866;27,5389;13,9233;382;343;700;45;459,925;459,925;359,778;278,33;267,516;269,242;55,6904;30,6858;37,3581;-12,3535;272;27
311;1,2;49,3866;27,6252;14,0277;382;343;700;45;459,78;459,635;359,778;278,33;267,516;269,242;55,6904;30,6858;37,3581;-12,3535;272;27
312;1,2;49,592;27,8094;14,0803;378;343;700;45;459,635;459,635;358,787;277,673;267,746;270,09;51,3795;29,081;37,7171;-15,4186;272;27
313;1,2;49,7975;27,9942;14,121;365;343;700;45;459,491;459,635;358,787;277,673;267,746;270,09;51,3795;29,081;37,7171;-15,4186;272;27
314;1,2;49,7135;27,9991;14,1724;352;343;700;45;459,635;459,491;358,787;277,673;267,746;270,09;51,3795;29,081;37,7171;-15,4186;272;27
315;1,2;49,592;28;14,2633;346;343;700;45;459,635;459,635;358,787;277,673;267,746;270,09;51,3795;29,081;37,7171;-15,4186;272;27
316;1,2;49,4907;28,0293;14,3292;341;343;700;45;459,78;459,635;357,723;275,805;267,959;268,948;50,1729;27,5943;38,0582;-15,4796;272;27
317;1,2;49,4907;28,4172;14,382;341;343;700;45;459,635;459,78;357,723;275,805;267,959;268,948;50,1729;27,5943;38,0582;-15,4796;272;27
318;1,2;49,4907;28,4172;14,1194;341;343;700;45;459,78;459,78;357,723;275,805;267,959;268,948;50,1729;27,5943;38,0582;-15,4796;272;27
319;1,2;49,3866;28,4781;14,1549;344;343;700;45;459,925;459,925;357,723;275,805;267,959;268,948;50,1729;27,5943;38,0582;-15,4796;272;27
320;1,2;49,184;28,3957;14,1417;345;343;700;45;459,78;459,635;356,516;276,6;268,042;266,845;55,3943;27,0064;38,3866;-9,99875;272;27
321;1,2;49,0828;28,4573;14,2333;357;343;700;45;459,78;459,635;356,516;276,6;268,042;266,845;55,3943;27,0064;38,3866;-9,99875;272;27
322;1,2;49,2853;28,5575;14,2983;372;343;700;45;459,635;459,635;356,516;276,6;268,042;266,845;55,3943;27,0064;38,3866;-9,99875;272;27
323;1,2;49,184;28,5675;14,0878;389;343;700;45;459,491;459,491;356,516;276,6;268,042;266,845;55,3943;27,0064;38,3866;-9,99875;272;27
324;1,2;49,3866;28,737;14,1098;401;343;700;45;459,346;459,491;355,527;276,815;268,032;268,318;61,7144;27,0777;38,7161;-4,07941;272;27
325;1,2;49,6933;28,8633;14,1084;416;343;700;45;459,346;459,201;355,527;276,815;268,032;268,318;61,7144;27,0777;38,7161;-4,07941;272;27
326;1,2;49,6933;28,9502;14,2123;422;343;700;45;459,346;459,201;355,527;276,815;268,032;268,318;61,7144;27,0777;38,7161;-4,07941;272;27
327;1,2;49,7946;29,1136;14,0204;431;343;700;45;459,057;459,057;355,527;276,815;268,032;268,318;61,7144;27,0777;38,7161;-4,07941;272;27
328;1,2;50;28,9466;13,9615;433;343;700;45;459,057;458,912;355,283;275,233;268,072;268,71;62,2341;26,8003;39,044;-3,61024;272;27
329;1,2;49,7946;28,8277;13,9615;435;343;700;45;458,912;458,912;355,283;275,233;268,072;268,71;62,2341;26,8003;39,044;-3,61024;272;27
330;1,2;49,592;28,7451;14,0244;431;343;700;45;458,912;458,767;355,283;275,233;268,072;268,71;62,2341;26,8003;39,044;-3,61024;272;27
331;1,2;49,4647;28,775;14,2183;428;343;700;45;458,767;458,767;355,283;275,233;268,072;268,71;62,2341;26,8003;39,044;-3,61024;272;27
332;1,2;49,4907;28,7901;14,0119;428;343;700;45;458,767;458,767;355,275;278,698;268,131;268,853;61,7468;26,3875;39,3669;-4,00761;272;27
333;1,2;49,184;28,6976;14,0782;426;343;700;45;458,623;458,623;355,275;278,698;268,131;268,853;61,7468;26,3875;39,3669;-4,00761;272;27
334;1,2;49,2853;28,7395;14,065;426;343;700;45;458,478;458,478;355,275;278,698;268,131;268,853;61,7468;26,3875;39,3669;-4,00761;272;27
335;1,2;49,4878;28,9095;14,0671;429;343;700;45;458,623;458,478;355,275;278,698;268,131;268,853;61,7468;26,3875;39,3669;-4,00761;272;27
336;1,2;49,3866;28,8503;13,7494;428;343;700;45;458,623;458,478;355,234;278,275;268,171;268,625;62,3141;26,1088;39,6817;-3,47635;272;27
337;1,2;49,2708;28,5342;13,7638;430;343;700;45;458,478;458,478;355,234;278,275;268,171;268,625;62,3141;26,1088;39,6817;-3,47635;272;27
338;1,2;49,0857;28,4441;13,8151;432;343;700;45;458,478;458,333;355,234;278,275;268,171;268,625;62,3141;26,1088;39,6817;-3,47635;272;27
339;1,2;49,5891;28,7705;13,9159;432;343;700;45;458,478;458,478;355,234;278,275;268,171;268,625;62,3141;26,1088;39,6817;-3,47635;272;27
340;1,2;49,5718;28,7432;13,8283;428;343;700;45;458,478;458,333;354,93;278,32;268,283;269,695;58,8311;25,3398;39,9957;-6,50445;272;27
341;1,2;49,8003;28,9105;13,5755;424;343;700;45;458,333;458,478;354,93;278,32;268,283;269,695;58,8311;25,3398;39,9957;-6,50445;272;27
342;1,2;49,485;28,762;13,5651;413;343;700;45;458,333;458,333;354,93;278,32;268,283;269,695;58,8311;25,3398;39,9957;-6,50445;272;27
343;1,2;49,2853;28,6632;13,467;396;343;700;45;458,478;458,333;354,93;278,32;268,283;269,695;58,8311;25,3398;39,9957;-6,50445;272;27
344;1,2;49,2853;28,6804;13,4799;379;343;700;45;458,333;458,333;354,578;278,76;268,474;269,013;53,7232;23,9917;40,2959;-10,5644;272;27
345;1,2;49,184;28,6215;13,4799;367;343;700;45;458,333;458,333;354,578;278,76;268,474;269,013;53,7232;23,9917;40,2959;-10,5644;272;27
346;1,2;49,0828;28,5797;13,4824;366;343;700;45;458,333;458,189;354,578;278,76;268,474;269,013;53,7232;23,9917;40,2959;-10,5644;272;27
347;1,2;49,2708;28,3891;13,5048;369;343;700;45;458,189;458,189;354,578;278,76;268,474;269,013;53,7232;23,9917;40,2959;-10,5644;272;27
348;1,2;49,3866;28,4558;13,3752;373;343;700;45;458,189;458,044;354,38;277,943;268,605;270,65;53,1995;23,0702;40,5844;-10,459;272;27
349;1,2;49,1204;28,3539;13,4145;373;343;700;45;458,044;458,044;354,38;277,943;268,605;270,65;53,1995;23,0702;40,5844;-10,459;272;27
350;1,2;49,6817;28,6432;13,4287;370;343;700;45;458,044;457,899;354,38;277,943;268,605;270,65;53,1995;23,0702;40,5844;-10,459;272;27
351;1,2;49,2853;28,4319;13,5112;358;343;700;45;458,044;457,899;354,38;277,943;268,605;270,65;53,1995;23,0702;40,5844;-10,459;272;27
352;1,2;49,184;28,3391;13,4486;348;343;700;45;458,189;458,044;354,086;279,57;268,843;269,753;47,7242;21,4027;40,855;-14,5335;272;27
353;1,2;48,9786;28,272;13,4145;334;343;700;45;458,044;458,044;354,086;279,57;268,843;269,753;47,7242;21,4027;40,855;-14,5335;272;27
354;1,2;49,0799;28,3133;13,3641;327;343;700;45;458,189;458,044;354,086;279,57;268,843;269,753;47,7242;21,4027;40,855;-14,5335;272;27
355;1,2;49,2043;28,4367;13,4407;321;343;700;45;458,189;457,899;354,086;279,57;268,843;269,753;47,7242;21,4027;40,855;-14,5335;272;27
356;1,2;49,2882;28,4852;13,2352;322;343;700;45;458,044;457,899;353,098;280,263;269,016;270,158;47,6886;20,1925;41,1031;-13,6069;272;27
357;1,2;49,4734;28,2563;13,1865;322;343;700;45;458,044;457,899;353,098;280,263;269,016;270,158;47,6886;20,1925;41,1031;-13,6069;272;27
358;1,2;49,3895;28,2257;13,173;324;343;700;45;457,899;458,044;353,098;280,263;269,016;270,158;47,6886;20,1925;41,1031;-13,6069;272;27
359;1,2;49,184;28,0911;13,1865;324;343;700;45;457,899;457,899;353,098;280,263;269,016;270,158;47,6886;20,1925;41,1031;-13,6069;272;27
360;1,2;48,776;27,8581;13,1294;324;343;700;45;457,899;457,899;352,118;279,158;269,16;270,23;48,5276;19,1924;41,34;-12,0048;272;27
361;1,2;48,8339;27,8911;13,1151;325;343;700;45;457,899;457,755;352,118;279,158;269,16;270,23;48,5276;19,1924;41,34;-12,0048;272;27
362;1,2;48,9468;27,9213;12,8842;331;343;700;45;458,044;457,755;352,118;279,158;269,16;270,23;48,5276;19,1924;41,34;-12,0048;272;27
363;1,2;49,0828;27,9646;12,8232;331;343;700;45;457,899;457,755;352,118;279,158;269,16;270,23;48,5276;19,1924;41,34;-12,0048;272;27
364;1,2;49,2216;27,7612;12,8343;330;343;700;45;457,755;457,755;351,4;278,758;269,333;271,055;46,9734;17,9895;41,5663;-12,5824;272;27
365;1,2;49,3808;27,8509;12,8922;328;343;700;45;457,899;457,755;351,4;278,758;269,333;271,055;46,9734;17,9895;41,5663;-12,5824;272;27
366;1,2;49,0828;27,6657;12,941;323;343;700;45;457,755;457,61;351,4;278,758;269,333;271,055;46,9734;17,9895;41,5663;-12,5824;272;27
367;1,2;49,184;27,6884;12,6671;323;343;700;45;457,899;457,755;351,4;278,758;269,333;271,055;46,9734;17,9895;41,5663;-12,5824;272;27
368;1,2;49,2853;27,7454;12,6036;324;343;700;45;457,899;457,755;350,592;278,858;269,501;270,82;45,9825;16,8027;41,7794;-12,5997;272;27
369;1,2;49,3895;27,804;12,6046;322;343;700;45;457,899;457,755;350,592;278,858;269,501;270,82;45,9825;16,8027;41,7794;-12,5997;272;27
370;1,2;49,3663;27,4214;12,6346;321;343;700;45;457,899;457,755;350,592;278,858;269,501;270,82;45,9825;16,8027;41,7794;-12,5997;272;27
371;1,2;49,3866;27,3636;12,5821;314;343;700;45;457,899;457,755;350,592;278,858;269,501;270,82;45,9825;16,8027;41,7794;-12,5997;272;27
372;1,2;49,2853;27,3764;12,6687;308;343;700;45;457,899;457,755;349,996;278,883;269,701;270,785;43,3352;15,397;41,9736;-14,0354;272;27
