Time;[11:7];[23:228];[30.5];[31:115];[32:15];[32:24];[32:77];[32:124];[33:337];[33:338];[33:339];[33:340];[33:341];[33:342];[33:343];[33:344];[33:345];[34.275];[37:11];[37:12];[37:13];[37:14];[37:15];[37:16];[37:27];[37:34]
time;Banddicke;MON Verzinnungsstation Pd;OFI Start;Verzinnungsstation_ Temp. Zinnbad Sollwert;Laufprogramm Istwerte Zug / Abhaspel Istzug absolut [N];Laufprogramm Istwerte Zug / Verzinnung Istzug absolut [N];Laufprogramm Istwerte Abstreifer US / Istposition;Laufprogramm Istwerte Bandgeschwindigkeit / Sollwert [m/min];Wannentemperatur außen (WSP);Zinnbadtemperatur Wanne (WSP);Temperatur unter der Zinnbadrolle 1 (WSP);Temperatur unter der Zinnbadrolle 2 (WSP);Reglerausgang Y-Out (WSP);P-Anteil von Y-Out (WSP);I-Anteil von Y-Out (WSP);D-Anteil von Y-Out (WSP);Wirksame Soll-Temperatur (WSP);MON Sicherheit Schallschutzkabine Hubtor geöffnet;DB912_Istwerte\reP-Anteil_YOUT_Wanne;DB912_Istwerte\reI-Anteil_YOUT_Wanne;DB912_Istwerte\reD-Anteil_YOUT_Wanne;DB912_Istwerte\reP-Anteil_YOUT_Rolle;DB912_Istwerte\reI-Anteil_YOUT_Rolle;DB912_Istwerte\reD-Anteil_YOUT_Rolle;DB912_Istwerte\RCV.reV_Ist;DB912_Istwerte\reWirksameSolltemperaturWanneInnen
2177;0,5;179;0;265;2763,18;4801,19;-11,738;60;309,353;266,6;265,13;263,6;28,87;-0,121118;-1,90024;0,546049;265;0;0,490942;28,5624;0;-0,104517;-1,90034;0,586583;60;309,717
2178;0,5;188;0;265;2764,76;4793,36;-11,738;60;309,223;267,3;265,097;263,2;30,5925;0;-1,90061;0,786539;265;0;1,76993;28,5762;0;0;-1,90061;0,729681;60;310,078
2179;0,5;193;0;265;2766,22;4792,79;-11,738;60;309,136;267,7;265,059;263,1;30,076;0;-1,90061;0,501414;265;0;1,19645;28,593;0;0;-1,90061;0,43154;60;309,757
2180;0,5;197;0;265;2770,02;4803,42;-11,738;60;309,115;268;265,028;263,1;29,492;0;-1,90061;0,296541;265;0;0,885992;28,6033;0;0;-1,90061;0,275104;60;309,588
2181;0,5;197;0;265;2771,93;4806,2;-11,738;60;309,136;268;264,992;263;29,0423;0;-1,90061;0,175377;265;0;0,457434;28,6099;0;0;-1,90061;0,162699;60;309,467
2182;0,5;197;0;265;2767,37;4794,19;-11,738;60;309,158;268;264,965;263;28,7491;0;-1,90061;0,10372;265;0;0,136359;28,6128;0;0;-1,90061;0,10372;60;309,403
2183;0,5;196;0;265;2765,76;4789,99;-11,738;60;309,115;267,8;264,946;263;28,6945;0;-1,90061;0,0661207;265;0;0,129584;28,6148;0;0;-1,90061;0,0613409;60;309,358
2184;0,5;196;0;265;2768,72;4807,49;-11,738;60;309,115;267,7;264,937;263,1;28,6735;0;-1,90061;0,0391044;265;0;0,0485596;28,6158;0;0;-1,90061;0,0362776;60;309,331
2185;0,5;196;0;265;2765,83;4808,97;-11,738;60;309,18;267,6;264,94;263,3;28,6164;0;-1,90061;0,0231267;265;0;0;28,6164;0;0;-1,90061;0,0231267;60;309,317
2186;0,5;196;0;265;2769,21;4794,37;-11,738;60;309,223;267,5;264,954;263,6;28,7257;0;-1,90061;0,0147431;265;0;0;28,6167;0;0;-1,90061;0,0136774;60;309,306
2187;0,5;196;0;265;2775,07;4795,29;-11,738;60;309,267;267,5;264,971;263,6;28,6167;0;-1,90061;0,00871924;265;0;0;28,6167;0;0;-1,90061;0,00808893;60;309,3
2188;0,5;196;0;265;2771,78;4798,84;-11,738;60;309,245;267,4;264,993;263,6;28,6167;0;-1,90061;0,00515664;265;0;0;28,6167;0;0;-1,90061;0,00478387;60;309,297
2189;0,5;196;0;265;2770,02;4804,11;-11,738;60;309,245;267,4;265,009;263,5;28,6167;0;-1,90061;0,00328732;265;0;0;28,6167;0;0;-1,90061;0,00304969;60;309,295
2190;0,5;193;0;265;2765,36;4796,97;-11,738;60;309,353;266,8;265,025;263,6;20;0;-1,90061;0,00194416;265;0;0;20;0;0;-1,90061;0,00180361;60;309,294
2191;0,5;164;0;265;2765,73;4788,1;-11,738;60;309,31;266,5;265,035;263,5;20;0;-1,90061;0,00123939;265;0;0;20;0;0;-1,90061;0,00114979;60;309,293
2192;0,5;145;0;265;2773,41;4802,89;-11,738;60;309,332;266,2;265,051;263,8;20;0;-1,90061;0,000732985;265;0;0;20;0;0;-1,90061;0,000679998;60;309,292
2193;0,5;138;0;265;2775,65;4810,06;-11,738;60;309,245;266,4;265,083;264,3;20;0;-1,90061;0,000433495;265;0;0;20;0;0;-1,90061;0,000402158;60;309,292
2194;0,5;134;0;265;2770,72;4797,62;-11,738;60;309,136;266,3;265,127;264,9;20;-0,0797363;-1,90061;-0,355478;265;0;-0,239539;20;0;-0,107324;-1,90061;-0,462735;60;308,856
2195;0,5;134;0;265;2772,75;4795,44;-11,738;60;309,049;266,2;265,168;265;17,8957;-0,27395;-1,90168;-0,96791;265;0;-2,40229;19,9844;0;-0,300562;-1,90195;-1,02619;60;308,049
2196;0,5;128;0;265;2769,33;4802,45;-11,738;60;308,811;266,1;265,214;265,1;16,9423;-0,457422;-1,90408;-1,2852;265;0;-2,87012;19,9535;0;-0,483057;-1,90452;-1,31584;60;307,546
2197;0,5;122;0;265;2768,51;4806,38;-11,738;60;308,637;266,1;265,26;264,9;16,4464;-0,61355;-1,90709;-1,45009;265;0;-3,64686;19,921;0;-0,640527;-1,90768;-1,47527;60;307,222
2198;0,5;113;0;265;2770,38;4799,37;-11,738;60;308,398;266;265,302;264,5;15,9874;-0,809229;-1,91175;-1,62057;265;0;-3,78272;19,879;0;-0,839258;-1,91252;-1,64814;60;306,851
2199;0,5;112;0;265;2771,97;4791,53;-11,738;60;308,203;265,9;265,354;264,2;15,4471;-1,01626;-1,91774;-1,76289;265;0;-4,4582;19,8301;0;-1,04519;-1,91871;-1,77487;60;306,495
2200;0,5;107;0;265;2775,43;4797,37;-11,738;60;307,878;265,5;265,406;264,3;15,5646;-1,1957;-1,92396;-1,84815;265;1;-4,3595;19,7853;0;-1,22573;-1,9251;-1,85927;60;306,224
2201;0,5;105;0;265;2775,97;4808,08;-11,738;60;307,682;265,2;265,457;264,5;14,881;-1,4009;-1,93249;-1,8885;265;1;-4,53574;19,7312;0;-1,428;-1,93382;-1,88258;60;305,97
2202;0,5;100;0;265;2761,39;4797,68;-11,738;60;307,53;264,9;265,497;264,8;15,2194;-1,58743;-1,9423;-1,84154;265;1;-4,07248;19,6788;0;-1,61355;-1,9438;-1,83431;60;305,821
2203;0,5;98;0;265;2757,44;4789,87;-11,738;60;307,183;264,6;265,542;264,9;15,7926;-1,74233;-1,95167;-1,79727;265;1;-3,90494;19,6325;0;-1,79299;-1,95498;-1,78211;60;305,682
2204;0,5;100;0;265;2757,67;4805,68;-11,738;60;306,944;264,7;265,584;264,6;15,8008;-1,91543;-1,96368;-1,73358;265;1;-3,4946;19,595;0;-1,93789;-1,96548;-1,7165;60;305,58
2205;0,5;100;0;265;2756,3;4807,69;-11,738;60;306,597;265,1;265,613;264,6;17,1825;-2,05227;-1,97672;-1,55161;265;1;-2,3567;19,561;0;-2,06997;-1,97865;-1,52474;60;305,612
2206;0,5;104;0;265;2756,09;4801,15;-11,738;60;306,424;265,6;265,641;264,6;17,8988;-2,1647;-1,99057;-1,35176;265;1;-1,64149;19,5403;0;-2,1647;-1,99057;-1,35176;60;305,676
2207;0,5;107;0;265;2753,7;4791,2;-11,738;60;305,946;265,8;265,666;264,4;19,4579;-2,26553;-2,00511;-1,18829;265;1;-0,0717224;19,5296;0;-2,26553;-2,00511;-1,18829;60;305,722
2208;0,5;117;0;265;2751,31;4793,64;-11,738;60;305,838;265,7;265,682;264,1;19,5293;-2,32876;-2,01805;-1,00708;265;1;0;19,5293;0;-2,33718;-2,02024;-0,974868;60;305,838
2209;0,5;123;0;265;2753,41;4809,76;-11,738;60;305,295;265,5;265,695;263,8;20;-2,37832;-2,02906;-0,784566;265;1;1,44556;19,5309;0;-2,37832;-2,02906;-0,784566;60;305,977
2210;0,5;128;0;265;2747,74;4802,23;-11,738;60;305,187;265,5;265,709;263,6;20;-2,43643;-2,02906;-0,691605;265;1;1,96769;19,5309;0;-2,43643;-2,02906;-0,691605;60;306,043
2211;0,5;128;0;265;2748,35;4788,78;-11,738;60;304,905;265,4;265,72;263,5;20;-2,47878;-2,02906;-0,605835;265;1;3,63834;19,5309;0;-2,48049;-2,02906;-0,570276;60;306,079
2212;0,5;128;0;265;2757,04;4799,61;-11,738;60;304,579;265,3;265,72;263,6;20;-2,48013;-2,02906;-0,3891;265;1;4,5449;19,5309;0;-2,47964;-2,02906;-0,358619;60;306,294
2213;0,5;128;0;265;2757,09;4807,08;-11,738;60;304,297;265,3;265,721;263,8;20;-2,4833;-2,02906;-0,246116;265;1;5,81071;19,5309;0;-2,48489;-2,02906;-0,235971;60;306,434
2214;0,5;129;0;265;2753,71;4801,11;-11,738;60;303,993;265,3;265,727;264,1;20;-2,50613;-2,02906;-0,235983;265;1;6,35856;19,5309;0;-2,50955;-2,02906;-0,235396;60;306,421
2215;0,5;129;0;265;2753,72;4791,81;-11,738;60;303,971;265,6;265,733;264,4;20;-2,53005;-2,02906;-0,232665;265;1;6,69657;19,5309;0;-2,53005;-2,02906;-0,232665;60;306,404
2216;0,5;128;0;265;2749,64;4791,93;-11,738;60;303,646;265,8;265,735;264,7;20;-2,53811;-2,02906;-0,180774;265;1;7,79539;19,5309;0;-2,53945;-2,02906;-0,174178;60;306,444
2217;0,5;128;0;265;2754,68;4802,21;-11,738;60;303,602;265,8;265,738;264,8;20;-2,55142;-2,02906;-0,161633;265;1;8,07334;19,5309;0;-2,55471;-2,02906;-0,165832;60;306,45
2218;0,5;129;0;265;2760,4;4807;-11,738;60;303,299;266,1;265,747;264,8;20;-2,58047;-2,02906;-0,223908;265;1;8,50556;19,5309;0;-2,59463;-2,02906;-0,258481;60;306,334
2219;0,5;129;0;265;2759,44;4790,46;-11,738;60;303,277;266,1;265,759;264,4;20;-2,62954;-2,02906;-0,323168;265;1;8,20069;19,5309;0;-2,6343;-2,02906;-0,32275;60;306,21
2220;0,5;129;0;265;2764,33;4795,23;-11,738;60;303,277;266;265,76;263,6;20;-2,64114;-2,02906;-0,225134;265;1;9,046;19,5309;0;-2,63601;-2,02906;-0,184151;60;306,297
2221;0,5;129;0;265;2763,49;4808,52;-11,738;60;303,082;265,9;265,749;263;20;-2,59536;-2,02906;0,047678;265;1;9,88132;19,5309;0;-2,59536;-2,02906;0,047678;60;306,575
2222;0,5;129;0;265;2756,07;4799,44;-11,738;60;302,973;265,8;265,739;262,9;20;-2,55544;-2,02906;0,179747;265;1;10,7967;19,5309;0;-2,55544;-2,02906;0,179747;60;306,772
2223;0,5;129;0;265;2761,05;4796,08;-11,738;60;302,865;265,7;265,736;263,1;20;-2,54507;-2,02906;0,153648;265;1;11,1216;19,5309;0;-2,54641;-2,02906;0,13607;60;306,772
2224;0,5;130;0;265;2763,16;4795,09;-11,738;60;302,799;265,4;265,741;263,1;20;-2,56082;-2,02906;0,030428;265;1;10,9;19,5309;0;-2,56594;-2,02906;0,00352055;60;306,633
2225;0,5;129;0;265;2767,13;4801,33;-11,738;60;302,626;265,3;265,752;263,2;20;-2,60659;-2,02906;-0,162828;265;1;10,7687;19,5309;0;-2,6155;-2,02906;-0,194003;60;306,394
2226;0,5;129;0;265;2769,91;4806,6;-11,738;60;302,669;265,5;265,767;263,6;20;-2,66824;-2,02906;-0,335788;265;1;9,86979;19,5309;0;-2,6769;-2,02906;-0,353282;60;306,159
2227;0,5;129;0;265;2765,53;4791,59;-11,738;60;302,582;265,7;265,781;264,1;20;-2,72585;-2,02906;-0,420668;265;1;9,72458;19,5309;0;-2,72585;-2,02906;-0,420668;60;306,024
2228;0,5;129;0;265;2763,45;4791,42;-11,738;60;302,517;266,2;265,784;264,5;20;-2,73574;-2,02906;-0,299013;265;1;10,2333;19,5309;0;-2,73403;-2,02906;-0,269161;60;306,128
2229;0,5;129;0;265;2765,91;4806,58;-11,738;60;302,344;266,7;265,78;264,6;20;-2,71816;-2,02906;-0,107072;265;1;11,3175;19,5309;0;-2,71658;-2,02906;-0,0916849;60;306,338
2230;0,5;129;0;265;2763,14;4805,66;-11,738;60;302,257;266,8;265,778;264,6;20;-2,71328;-2,02906;-0,0479836;265;1;11,7699;19,5309;0;-2,71377;-2,02906;-0,0468679;60;306,402
2231;0,5;129;0;265;2768,14;4794,86;-11,738;60;302,192;267;265,783;264,6;20;-2,73171;-2,02906;-0,108781;265;1;11,7926;19,5309;0;-2,73599;-2,02906;-0,121507;60;306,323
2232;0,5;129;0;265;2773,26;4797,91;-11,738;60;302,062;266,5;265,792;264,4;20;-2,76748;-2,02906;-0,203073;265;1;11,9232;19,5309;0;-2,77163;-2,02906;-0,208395;60;306,193
2233;0,5;129;0;265;2770,04;4803;-11,738;60;301,975;266,1;265,795;264,2;20;-2,77834;-2,02906;-0,15716;265;1;12,1242;19,5309;0;-2,77834;-2,02906;-0,15716;60;306,216
2234;0,5;129;0;265;2769,78;4807,17;-11,738;60;301,736;265,6;265,795;264,2;20;-2,77908;-2,02906;-0,103138;265;1;13,0346;19,5309;0;-2,7792;-2,02906;-0,0962705;60;306,281
2235;0,5;129;0;265;2765,75;4798,29;-11,738;60;301,671;265,1;265,795;264,3;20;-2,77993;-2,02906;-0,0643225;265;1;13,3438;19,5309;0;-2,78005;-2,02906;-0,0602607;60;306,319
2236;0,5;129;0;265;2763,32;4790,54;-11,738;60;301,562;264,7;265,796;264,5;20;-2,78274;-2,02906;-0,050778;265;1;13,7283;19,5309;0;-2,78274;-2,02906;-0,050778;60;306,339
2237;0,5;129;0;265;2771,29;4807,92;-11,738;60;301,411;264,5;265,799;264,1;20;-2,79519;-2,02906;-0,0825227;265;1;14,0247;19,5309;0;-2,79727;-2,02906;-0,086558;60;306,285
2238;0,5;129;0;265;2770,89;4812,48;-11,738;60;301,215;264,4;265,8;263,8;20;-2,79922;-2,02906;-0,0616487;265;1;14,3356;19,5309;0;-2,79922;-2,02906;-0,0571917;60;306,302
2239;0,5;129;0;265;2771,39;4796,1;-11,738;60;301,215;264,6;265,797;263,6;20;-2,78726;-2,02906;0,011582;265;1;14,9166;19,5309;0;-2,78738;-2,02906;0,011582;60;306,388
2240;0,5;130;0;265;2775,32;4798,74;-11,738;60;301,15;264,8;265,797;263,8;20;-2,78799;-2,02906;0,00443401;265;1;15,0884;19,5309;0;-2,78811;-2,02906;0,00352515;60;306,38
2241;0,5;130;0;265;2768,23;4802,28;-11,738;60;301,085;264,8;265,801;263,6;20;-2,80044;-2,02906;-0,047316;265;1;15,0911;19,5309;0;-2,80239;-2,02906;-0,0533081;60;306,315
2242;0,5;130;0;265;2767,83;4808,93;-11,738;60;300,955;264,9;265,803;263,3;20;-2,81216;-2,02906;-0,0717726;265;1;15,3732;19,5309;0;-2,81216;-2,02906;-0,0665837;60;306,279
2243;0,5;130;0;265;2768,57;4803,52;-11,738;60;300,89;264,7;265,799;263,4;20;-2,8019;-2,02906;-0,000471092;265;1;15,8133;19,5309;0;-2,79788;-2,02906;0,018977;60;306,361
2244;0,5;130;0;265;2771,57;4795,54;-11,738;60;300,825;264,5;265,794;263,5;20;-2,77627;-2,02906;0,0974919;265;1;16,3794;19,5309;0;-2,77432;-2,02906;0,0998577;60;306,484
2245;0,5;130;0;265;2775,82;4802,23;-11,738;60;300,76;264,3;265,788;263,5;20;-2,75149;-2,02906;0,155516;265;1;16,7891;19,5309;0;-2,75149;-2,02906;0,155516;60;306,556
2246;0,5;129;0;265;2777,13;4812,14;-11,738;60;300,673;264,3;265,781;263,4;20;-2,72573;-2,02906;0,192102;265;1;17,2474;19,5309;0;-2,72573;-2,02906;0,192102;60;306,622
2247;0,5;130;0;265;2767,91;4800,67;-11,738;60;300,586;264,6;265,776;263,4;20;-2,70791;-2,02906;0,206271;265;1;17,5136;19,5309;0;-2,70083;-2,02906;0,210414;60;306,667
2248;0,5;130;0;265;2768,82;4793,67;-11,738;60;300,586;265,2;265,77;263,1;20;-2,6802;-2,02906;0,217145;265;1;17,7299;19,5309;0;-2,6802;-2,02906;0,217145;60;306,696
2249;0,5;129;0;265;2768,65;4804,62;-11,738;60;300,521;265,8;265,764;262,6;20;-2,66018;-2,02906;0,21892;265;1;18,0033;19,5309;0;-2,65688;-2,02906;0,218979;60;306,722
2250;0,5;129;0;265;2766,05;4806,98;-11,738;60;300,477;266,1;265,759;262,3;20;-2,6376;-2,02906;0,21714;265;1;18,3261;19,5309;0;-2,63442;-2,02906;0,216738;60;306,743
2251;0,5;129;0;265;2770,87;4803,16;-11,738;60;300,412;266,7;265,754;261,8;20;-2,6188;-2,02906;0,213993;265;1;18,3149;19,5309;0;-2,61074;-2,02906;0,221937;60;306,761
2252;0,5;129;0;265;2774,49;4795,49;-11,738;60;300,347;267;265,743;261,8;20;-2,57986;-2,02906;0,283133;265;1;18,9578;19,5309;0;-2,5729;-2,02906;0,296197;60;306,866
2253;0,5;129;0;265;2776,48;4796,63;-11,738;60;300,326;266,6;265,737;262,1;20;-2,54641;-2,02906;0,291472;265;1;18,9529;19,5309;0;-2,54373;-2,02906;0,283344;60;306,908
2254;0,5;129;0;265;2777,88;4810,55;-11,738;60;300,304;266,1;265,723;262;20;-2,49001;-2,02906;0,406236;265;1;19,5519;19,5309;0;-2,49001;-2,02906;0,406236;60;307,021
2255;0,5;129;0;265;2769,31;4802,87;-11,738;60;300,152;265,7;265,692;262,1;20;-2,38662;-2,02906;0,677572;265;1;21,3067;19,5309;0;-2,36868;-2,02906;0,71507;60;307,454
2256;0,5;129;0;265;2769,31;4792,16;-11,738;60;300,152;265,6;265,669;262,5;20;-2,27688;-2,02906;0,821232;265;1;22,2623;19,5309;0;-2,26357;-2,02906;0,82599;60;307,708
2257;0,5;129;0;265;2775,24;4804,74;-11,738;60;300,022;265,5;265,649;262,9;20;-2,20559;-2,02906;0,808084;265;1;22,632;19,5309;0;-2,19656;-2,02906;0,793202;60;307,766
2258;0,5;129;0;265;2774,72;4808,54;-11,738;60;299,913;265,4;265,634;263,1;20;-2,14309;-2,02906;0,720724;265;1;22,883;19,5309;0;-2,1343;-2,02906;0,71098;60;307,741
2259;0,5;129;0;265;2775,56;4804,81;-11,738;60;299,848;265,4;265,621;262,9;20;-2,08267;-2,02906;0,661061;265;0;23,0806;19,5309;0;-2,07424;-2,02906;0,653866;60;307,742
2260;0,5;129;0;265;2777,21;4796,32;-11,738;60;299,783;265,2;265,568;262;20;-1,87197;-2,02906;1,26043;265;0;25,706;19,5309;0;-1,81863;-2,02906;1,4264;60;308,552
2261;0,5;129;0;265;2773,16;4795,84;-11,738;60;299,74;265;265,464;261,6;20;-1,51821;-2,02906;2,23927;265;0;29,8341;19,5309;0;-1,45461;-2,02906;2,3839;60;309,884
2262;0,5;129;0;265;2772,61;4807,29;-11,738;60;299,761;265;265,368;261,6;20;-1,0718;-2,02906;3,06216;265;0;33,5768;19,5309;0;-1,00845;-2,02906;3,14612;60;311,154
2263;0,5;129;0;265;2770,01;4807,8;-11,738;60;299,653;265;265,268;261,2;20;-0,67251;-2,02906;3,34793;265;0;35,8168;19,5309;0;-0,67251;-2,02906;3,34793;60;311,792
2264;0,5;129;0;265;2767,08;4790,71;-11,738;60;299,631;265;265,206;261,1;20;-0,425684;-2,02906;3,11615;265;0;36,0678;19,5309;0;-0,393579;-2,02906;3,04561;60;311,854
2265;0,5;129;0;265;2775,92;4794,86;-11,738;60;299,653;265;265,16;261,2;20;-0,239771;-2,02906;2,54912;265;0;34,9245;19,5309;0;-0,220605;-2,02906;2,45721;60;311,473
2266;0,5;129;0;265;2777,69;4808,36;-11,738;60;299,566;264,9;265,135;261,6;20;-0,15188;-2,02906;1,97063;265;0;33,6479;19,5309;0;-0,141138;-2,02906;1,87994;60;310,982
2267;0,5;129;0;265;2773,9;4802,91;-11,738;60;299,566;265,2;265,125;262,2;20;-0,101465;-2,02906;1,35503;265;0;31,9524;19,5309;0;-0,0969482;-2,02906;1,27884;60;310,417
2268;0,5;129;0;265;2773,92;4796,03;-11,738;60;299,544;265,6;265,12;262,6;20;-0,0785156;-2,02906;0,886896;265;0;30,7471;19,5309;0;-0,0761963;-2,02906;0,833961;60;309,972
2269;0,5;129;0;265;2771,12;4793,32;-11,738;60;299,544;265,3;265,118;262,7;20;-0,0743652;-2,02906;0,580709;265;0;29,7758;19,5309;0;-0,073999;-2,02906;0,540495;60;309,67
2270;0,5;131;0;265;2771,63;4801,9;-11,738;60;299,523;265;265,116;262,8;49,0661;-0,0639893;-2,02932;0,387174;265;0;29,486;19,7768;0;-0,0595947;-2,02938;0,380363;60;309,486
2271;0,5;158;0;265;2776,54;4812,03;-11,738;60;299,392;264,9;265,104;263,1;49,9403;-0,0143066;-2,0296;0,429098;265;0;29,9553;20,1227;0;-0,0041748;-2,0296;0,446907;60;309,577
2272;0,5;229;0;265;2774,9;4795,44;-11,738;60;299,371;265;265,088;263,4;50,4497;0;-2,02961;0,322003;265;0;29,6721;20,4714;0;0;-2,02961;0,277131;60;309,461
2273;0,5;293;0;265;2781,44;4792,61;-11,738;60;299,392;264,9;265,079;263,6;50,1747;0;-2,02961;0,190436;265;0;29,2822;20,7668;0;0;-2,02961;0,176669;60;309,353
2274;0,5;332;0;265;2782,73;4806,33;-11,738;60;299,457;264,9;265,075;263,8;49,9377;0;-2,02961;0,112626;265;0;28,5279;21,1058;0;0;-2,02961;0,104484;60;309,275
2275;0,5;335;0;265;2774,19;4806,04;-11,738;60;299,913;264,7;265,075;263,9;48,7515;0;-2,02961;0,0666079;265;0;27,3639;21,3876;0;0;-2,02961;0,0666079;60;309,234
2276;0,5;336;0;265;2772,42;4798,96;-11,738;60;300,282;264,7;265,077;264;47,8343;0;-2,02961;0,0424621;265;0;25,9085;21,6988;0;0;-2,02961;0,0393926;60;309,205
2277;0,5;335;0;265;2772,33;4795,34;-11,738;60;300,955;264,7;265,081;264;46,0517;0;-2,02961;0,0251125;265;0;24,0987;21,9873;0;0;-2,02961;0,0232971;60;309,188
2278;0,5;323;0;265;2772,82;4801,86;-11,738;60;301,693;264,7;265,085;263,3;44,6922;0;-2,02961;0,0160091;265;0;21,8578;22,2165;0;0;-2,02961;0,0148518;60;309,179
2279;0,5;315;0;265;2778,36;4809,28;-11,738;60;302,279;264,7;265,076;262,3;42,5092;0;-2,02961;0,00946791;265;0;20,0804;22,46;0;0;-2,02961;0,00878349;60;309,172
2280;0,5;298;0;265;2776,23;4801,43;-11,738;60;302,973;264,7;265,019;262;40,6369;0;-2,02961;0,00559942;265;0;17,9854;22,6801;0;0;-2,02961;0,00519464;60;309,168
2281;0,5;288;0;265;2773,14;4788,6;-11,738;60;303,581;264,6;264,935;262,3;39,0064;0;-2,02961;0,00331155;265;0;16,1565;22,8499;0;0;-2,02961;0,00331155;60;309,166
2282;0,5;274;0;265;2778,54;4801,71;-11,738;60;304,102;264,7;264,88;263;38,1461;0,0575195;-2,02955;0,26777;265;0;15,5593;23,0309;0;0,079248;-2,02948;0,353129;60;309,488
2283;0,5;266;0;265;2769,83;4804,9;-11,738;60;304,622;265,1;264,861;263,4;38,2596;0,157617;-2,02878;0,529699;265;0;14,8899;23,2098;0;0,162866;-2,02863;0,516704;60;309,851
2284;0,5;263;0;265;2768,74;4794,78;-11,738;60;305,056;265,3;264,855;264;36,8633;0,179712;-2,02765;0,392056;265;0;13,2446;23,375;0;0,178857;-2,02749;0,359597;60;309,736
2285;0,5;255;0;265;2773,49;4793,07;-11,738;60;305,512;265,4;264,861;264,2;34,8411;0,155664;-2,02653;0,132138;265;0;11,3431;23,4981;0;0,155664;-2,02653;0,132138;60;309,493
2286;0,5;246;0;265;2775;4795,96;-11,738;60;305,903;265,2;264,872;264,3;32,9773;0,111597;-2,02577;-0,0956562;265;0;8,97852;23,6154;0;0,103052;-2,02567;-0,129922;60;309,182
2287;0,5;233;0;265;2779,14;4805,81;-11,738;60;306,272;264,7;264,887;264,4;31,1668;0,0523926;-2,02524;-0,286632;265;0;7,47037;23,6964;0;0,0523926;-2,02524;-0,286632;60;308,962
2288;0,5;220;0;265;2779,66;4804,23;-11,738;60;306,814;264,7;264,905;264,4;29,0678;0;-2,02511;-0,358852;265;0;5,29828;23,7695;0;0;-2,02511;-0,358852;60;308,78
2289;0,5;208;0;265;2773,09;4789,91;-11,738;60;307,075;264,6;264,918;263,8;28,7595;0;-2,02511;-0,228766;265;0;4,66566;23,8298;0;0;-2,02511;-0,212229;60;308,938
2290;0,5;198;0;265;2774,23;4796,64;-11,738;60;307,487;264,4;264,924;263,3;28,2924;0;-2,02511;-0,145837;265;0;4,003;23,8748;0;0;-2,02511;-0,135294;60;309,021
2291;0,5;196;0;265;2775;4810,31;-11,738;60;307,682;264,7;264,914;263,2;27,4893;0;-2,02511;-0,0862493;265;0;3,53077;23,9195;0;0;-2,02511;-0,0800144;60;309,081
2292;0,5;189;0;265;2769,71;4801,48;-11,738;60;307,943;264,9;264,897;263,2;26,9219;0,011499;-2,0251;0,00316651;265;0;3,1825;23,9564;0;0,0174805;-2,02509;0,0317638;60;309,182
2293;0,5;187;0;265;2777,06;4792,02;-11,738;60;308,095;264,7;264,888;263,2;27,1934;0,0428711;-2,02494;0,125882;265;0;3,12427;23,9873;0;0,0466553;-2,0249;0,135019;60;309,336
2294;0,5;183;0;265;2779,57;4794,25;-11,738;60;308,247;264,5;264,887;263,4;26,6645;0,0510498;-2,02462;0,101129;265;0;2,55482;24,021;0;0,0508057;-2,02457;0,0926421;60;309,32
2295;0,5;183;0;265;2780,32;4803,34;-11,738;60;308,464;264,4;264,891;263,6;25,7182;0,0370117;-2,02432;0,00359542;265;0;1,63499;24,0444;0;0,0348144;-2,02429;-0,00725372;60;309,209
2296;0,5;178;0;265;2779,23;4804,28;-11,738;60;308,55;264,4;264,895;263,6;25,2572;0,0238281;-2,02415;-0,0508095;265;0;1,17228;24,0579;0;0,0216309;-2,02413;-0,0577257;60;309,141
2297;0,5;174;0;265;2772,32;4792,83;-11,738;60;308,637;265;264,898;263,5;24,8405;0,00881347;-2,02404;-0,0882609;265;0;0,754889;24,069;0;0,00673828;-2,02404;-0,0918816;60;309,089
2298;0,5;170;0;265;2772,16;4787,35;-11,738;60;308,681;265,5;264,901;263,1;24,6648;0;-2,02402;-0,0848663;265;0;0,608405;24,0772;0;0;-2,02402;-0,0787314;60;309,083
2299;0,5;169;0;265;2775,49;4806,23;-11,738;60;308,724;265,4;264,899;263,1;24,659;0,00429687;-2,02402;-0,0295765;265;0;0,575171;24,0838;0;0,00429687;-2,02402;-0,0295765;60;309,116
2300;0,5;168;0;265;2773,12;4802,8;-11,738;60;308,746;265;264,888;263,3;25,2485;0,047876;-2,02389;0,163116;265;0;1,30118;24,0951;0;0,0576416;-2,02384;0,198387;60;309,379
2301;0,5;168;0;265;2779,32;4790,59;-11,738;60;308,746;264,6;264,868;263,2;26,2616;0,126855;-2,02332;0,404904;265;0;2,26514;24,1168;0;0,138208;-2,0232;0,430345;60;309,701
2302;0,5;169;0;265;2780,21;4790,86;-11,738;60;308,659;264,3;264,85;262,8;27,1237;0,190332;-2,02242;0,511093;265;0;3,0373;24,1427;0;0,199365;-2,02224;0,51768;60;309,871
2303;0,5;173;0;265;2774,39;4797,79;-11,738;60;308,615;264;264,828;262,4;27,9933;0,286523;-2,02091;0,692397;265;0;4,00446;24,1814;0;0,307031;-2,02063;0,741177;60;310,15
